Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bulgaria,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.02,false,false,false,false,0.00,0.00,0.01,0.00,false,0.01,0.00,false,0.00,0.00,0.00,0.00,0.00,false
Burkina Faso,MtCO2e,0.94,0.94,0.94,0.94,0.94,0.94,0.87,0.82,1.28,0.97,1.14,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Burundi,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.01,0.02,0.01,false,0.00,false,0.00,false,0.00,0.00,false,false,0.01,false,false,0.00,false,false,false,false,false
Cape Verde,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Comoros,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false,false,false,false,false,0.01,false,false,false,false,false,false,false,false,false,0.00,false,false,false
Cook Islands,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Croatia,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.00,0.01,false,0.00,false,false,0.00,false,0.00,0.00,false,false,0.01,0.00,false,false,0.00,false,0.00,false
Cyprus,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Czech Republic,MtCO2e,0.00,0.00,0.00,false,false,false,false,false,false,false,false,false,false,0.00,false,false,false,false,false,0.00,false,false,false,false,0.00,false,false,0.00,false
Denmark,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Djibouti,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Dominica,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
