Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Burkina Faso,MtCO2e,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.12,0.10,0.03,0.09,0.04,0.04,0.04,0.06,0.06,0.13,0.25,0.19,0.18,0.37,0.40,0.61,0.71,0.69,0.87,0.77,0.79,0.83
Botswana,MtCO2e,0.50,0.49,0.69,0.64,0.48,0.40,0.54,0.55,0.95,0.84,0.86,0.93,1.07,0.90,0.65,0.92,0.99,1.22,1.15,1.06,0.57,0.60,0.67,0.75,0.79,0.72,0.72,0.74,0.77
Cambodia,MtCO2e,false,false,false,false,false,0.03,0.04,0.04,0.06,0.06,0.07,0.07,0.08,0.09,0.10,0.13,0.14,0.14,0.15,0.17,0.20,0.21,0.23,0.27,0.20,0.23,0.67,0.66,0.72
Latvia,MtCO2e,2.56,1.84,1.58,1.57,1.43,1.37,1.24,1.42,1.31,1.18,1.03,1.00,1.05,1.09,1.11,1.12,1.17,1.19,1.10,0.87,1.14,1.03,1.07,0.89,0.85,0.75,0.64,0.62,0.71
Guinea,MtCO2e,0.31,0.32,0.34,0.36,0.40,0.43,0.48,0.51,0.54,0.57,0.60,0.64,0.67,0.70,0.74,0.90,0.94,1.00,1.01,1.09,1.39,1.45,1.19,0.92,0.84,0.76,0.60,0.65,0.68
Estonia,MtCO2e,4.29,3.10,1.95,1.82,1.56,1.79,1.85,1.47,1.29,0.84,0.91,1.09,0.78,0.94,0.98,1.05,1.04,1.34,1.22,0.78,0.76,0.93,0.85,1.08,0.80,0.61,0.63,0.62,0.66
Laos,MtCO2e,false,false,false,false,false,false,false,false,false,false,0.09,0.09,0.12,0.12,0.14,0.15,0.41,0.40,0.54,0.64,0.89,1.03,1.01,1.41,1.26,1.62,0.53,0.56,0.63
Guyana,MtCO2e,0.51,0.50,0.47,0.47,0.57,0.63,0.63,0.70,0.72,0.69,0.66,0.65,0.64,0.34,0.36,0.38,0.27,0.40,0.41,0.21,0.31,0.36,0.50,0.46,0.51,0.49,0.60,0.59,0.62
Haiti,MtCO2e,0.18,0.22,0.23,0.13,0.02,0.14,0.15,0.25,0.31,0.35,0.25,0.25,0.45,0.43,0.36,0.38,0.39,0.51,0.51,0.46,0.53,0.55,0.35,0.48,0.68,0.60,0.60,0.61,0.62
Iceland,MtCO2e,0.55,0.48,0.47,0.48,0.56,0.52,0.64,0.64,0.63,0.58,0.77,0.79,0.82,0.77,0.85,0.83,0.75,0.70,0.61,0.51,0.49,0.47,0.50,0.55,0.60,0.52,0.56,0.57,0.60
