Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Saudi Arabia,MtCO2e,0.41,0.81,1.20,1.59,1.98,2.37,3.83,5.29,6.75,8.21,9.67,10.34,11.01,11.69,12.36,13.03,15.46,17.89,20.32,22.75,25.18,30.50,35.82,41.14,46.46,51.78,59.05,66.33,73.60
Thailand,MtCO2e,0.27,0.46,0.65,0.83,1.02,1.21,1.97,2.73,3.48,4.24,5.00,5.37,5.74,6.11,6.47,6.84,8.03,9.21,10.40,11.59,12.77,16.28,19.78,23.29,26.80,30.30,38.54,46.77,55.00
South Korea,MtCO2e,1.00,1.74,2.48,3.22,3.99,4.76,7.04,9.89,11.61,13.60,15.71,16.96,18.51,20.34,22.38,23.94,26.74,29.47,31.95,33.88,36.77,37.79,39.20,40.46,41.78,42.94,45.86,48.79,51.71
Japan,MtCO2e,26.30,28.97,30.23,31.12,33.93,40.12,41.26,41.44,40.12,37.88,35.14,29.12,25.59,25.25,21.65,20.76,22.95,24.31,25.16,24.90,27.64,30.04,33.22,35.86,39.79,43.46,46.79,44.14,41.50
India,MtCO2e,1.64,1.98,2.33,2.67,3.02,3.36,4.20,5.04,5.89,6.73,7.57,7.75,7.92,8.10,8.27,8.45,9.06,9.67,10.28,10.89,11.50,12.28,13.06,13.84,14.62,15.40,16.99,18.57,20.16
France,MtCO2e,7.62,7.90,8.01,7.82,6.36,5.90,7.18,8.12,9.08,10.70,10.72,11.24,13.81,14.58,15.01,15.31,16.07,16.78,17.30,17.16,18.23,19.32,19.64,19.59,19.45,19.66,19.83,18.42,17.01
Kuwait,MtCO2e,0.12,0.21,0.29,0.37,0.45,0.54,0.87,1.21,1.54,1.87,2.21,2.36,2.52,2.68,2.83,2.99,3.54,4.09,4.64,5.19,5.74,6.94,8.13,9.33,10.53,11.73,13.38,15.04,16.69
South Africa,MtCO2e,1.80,2.17,2.55,2.92,3.29,3.66,3.74,3.82,3.90,3.98,4.05,4.60,5.15,5.69,6.24,6.78,7.78,8.78,9.79,10.79,11.79,12.13,12.46,12.80,13.14,13.47,14.39,15.31,16.23
United Kingdom,MtCO2e,17.44,17.80,17.74,18.56,19.63,21.09,22.33,25.14,22.15,13.71,12.63,13.24,13.69,14.90,13.81,14.83,15.53,15.95,16.23,16.64,17.53,15.95,16.32,16.58,16.84,16.76,16.02,14.91,13.79
Italy,MtCO2e,2.84,2.44,1.73,1.58,1.50,1.78,1.49,1.86,2.30,2.81,3.48,4.48,5.29,6.03,6.93,7.93,8.78,9.73,10.51,11.31,12.01,12.93,13.51,14.15,14.81,15.21,15.38,14.28,13.17
Iran,MtCO2e,1.75,1.89,2.03,2.17,2.31,2.45,2.57,2.68,2.80,2.91,3.03,3.12,3.21,3.31,3.40,3.49,3.80,4.10,4.41,4.72,5.02,5.76,6.50,7.23,7.97,8.70,9.71,10.71,11.72
Israel,MtCO2e,0.21,0.32,0.42,0.53,0.64,0.75,1.45,2.16,2.86,3.57,4.27,4.52,4.77,5.03,5.28,5.53,6.15,6.76,7.38,7.99,8.61,8.79,8.98,9.17,9.36,9.54,10.18,10.81,11.44
Germany,MtCO2e,7.44,6.80,6.57,8.41,8.02,7.82,8.26,8.31,8.85,8.37,8.40,9.77,10.41,10.62,11.18,11.27,11.33,11.40,11.08,11.19,11.47,11.82,11.89,11.87,11.99,12.10,11.90,11.09,10.28
Venezuela,MtCO2e,6.76,6.39,6.03,5.66,5.29,4.92,4.65,4.38,4.11,3.84,3.57,3.64,3.72,3.79,3.86,3.94,4.66,5.38,6.10,6.82,7.54,7.66,7.78,7.89,8.01,8.13,8.72,9.30,9.89
Spain,MtCO2e,4.37,4.01,4.70,4.10,5.60,7.13,8.06,9.52,9.69,11.71,13.19,9.82,8.52,10.60,10.84,12.16,14.78,16.92,17.87,16.54,16.72,16.26,16.36,16.44,16.37,9.92,9.69,9.00,8.31
Turkey,MtCO2e,1.24,1.46,1.29,0.94,1.22,1.10,1.12,1.19,1.29,1.32,1.38,1.48,1.70,1.97,2.31,2.59,2.86,3.34,3.52,3.44,4.69,5.18,5.94,6.09,6.83,6.92,6.57,7.17,7.77
Vietnam,MtCO2e,0.04,0.06,0.09,0.11,0.13,0.15,0.25,0.34,0.44,0.53,0.63,0.70,0.78,0.85,0.93,1.00,1.19,1.38,1.57,1.76,1.95,2.34,2.72,3.11,3.50,3.88,4.87,5.85,6.84
Singapore,MtCO2e,0.43,0.43,0.43,0.43,0.43,0.44,0.65,0.86,1.07,1.28,1.49,1.70,1.91,2.12,2.34,2.55,2.76,2.98,3.20,3.41,3.63,3.84,4.06,4.27,4.49,4.70,4.94,5.18,5.42
Iraq,MtCO2e,0.13,0.15,0.17,0.20,0.22,0.24,0.34,0.45,0.55,0.65,0.76,0.81,0.85,0.90,0.95,1.00,1.18,1.37,1.55,1.74,1.92,2.30,2.68,3.06,3.44,3.82,4.34,4.86,5.38
Greece,MtCO2e,1.38,1.59,1.34,2.15,2.79,4.22,4.88,5.29,5.92,6.82,5.37,4.85,5.16,4.80,4.99,5.14,4.96,4.95,4.88,4.56,4.46,4.74,5.16,5.78,5.88,6.02,6.24,5.79,5.35
Egypt,MtCO2e,2.53,2.39,2.25,2.11,1.96,1.82,1.79,1.75,1.72,1.68,1.64,1.71,1.78,1.85,1.91,1.98,2.14,2.30,2.46,2.62,2.77,2.86,2.94,3.03,3.11,3.19,3.38,3.58,3.77
Jordan,MtCO2e,0.02,0.04,0.06,0.08,0.10,0.12,0.19,0.26,0.33,0.40,0.47,0.51,0.54,0.57,0.61,0.64,0.76,0.88,1.00,1.12,1.23,1.49,1.74,2.00,2.25,2.51,2.86,3.21,3.56
Trinidad and Tobago,MtCO2e,0.02,0.04,0.06,0.07,0.09,0.11,0.19,0.27,0.35,0.42,0.50,0.55,0.59,0.64,0.69,0.73,0.87,1.01,1.15,1.29,1.43,1.69,1.94,2.20,2.46,2.71,2.97,3.22,3.47
Indonesia,MtCO2e,0.69,0.67,0.64,0.62,0.59,0.57,0.58,0.59,0.60,0.62,0.63,0.78,0.93,1.08,1.24,1.39,1.59,1.79,1.99,2.19,2.39,2.44,2.49,2.53,2.58,2.63,2.84,3.06,3.27
United Arab Emirates,MtCO2e,1.07,1.06,1.06,1.06,1.05,1.05,1.12,1.18,1.25,1.32,1.38,1.41,1.44,1.46,1.49,1.51,1.57,1.62,1.67,1.73,1.78,1.93,2.07,2.21,2.36,2.50,2.61,2.73,2.84
North Korea,MtCO2e,0.22,0.20,0.18,0.16,0.14,0.12,0.15,0.18,0.21,0.23,0.26,0.34,0.41,0.48,0.55,0.62,0.90,1.18,1.46,1.73,2.01,2.07,2.13,2.19,2.25,2.31,2.43,2.55,2.67
Lebanon,MtCO2e,0.02,0.03,0.05,0.06,0.07,0.09,0.14,0.20,0.25,0.31,0.36,0.39,0.42,0.44,0.47,0.50,0.58,0.67,0.76,0.85,0.94,1.12,1.31,1.50,1.69,1.88,2.13,2.39,2.65
Syria,MtCO2e,0.04,0.06,0.09,0.12,0.15,0.18,0.19,0.20,0.21,0.22,0.23,0.34,0.45,0.56,0.67,0.78,0.96,1.14,1.33,1.51,1.69,1.77,1.85,1.93,2.00,2.08,2.20,2.31,2.42
Kenya,MtCO2e,0.02,0.03,0.04,0.05,0.06,0.07,0.11,0.16,0.20,0.24,0.29,0.30,0.32,0.34,0.36,0.38,0.45,0.51,0.58,0.65,0.72,0.85,0.99,1.12,1.25,1.38,1.54,1.70,1.86
Hungary,MtCO2e,0.39,0.36,0.23,0.25,0.28,0.30,0.30,0.32,0.43,0.61,0.57,0.64,0.72,0.86,1.04,1.15,1.24,1.31,1.40,1.28,1.39,1.50,1.36,1.46,2.22,2.48,1.86,1.74,1.62
Switzerland,MtCO2e,0.18,0.16,0.16,0.13,0.16,0.32,0.40,0.48,0.61,0.67,0.79,0.87,0.96,1.04,1.15,1.22,1.29,1.38,1.44,1.40,1.42,1.48,1.54,1.58,1.60,1.60,1.53,1.57,1.62
Senegal,MtCO2e,0.01,0.01,0.02,0.03,0.04,0.05,0.09,0.13,0.16,0.20,0.24,0.25,0.26,0.28,0.29,0.31,0.36,0.42,0.48,0.54,0.59,0.71,0.82,0.93,1.05,1.16,1.29,1.43,1.56
Kazakhstan,MtCO2e,false,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.18,0.22,0.18,0.19,0.26,0.26,0.45,0.59,0.85,0.91,1.23,1.31,1.30,1.31,1.20,1.26,1.28,1.35,1.42
Tunisia,MtCO2e,0.03,0.04,0.04,0.05,0.05,0.06,0.09,0.11,0.14,0.17,0.20,0.21,0.23,0.25,0.27,0.29,0.33,0.38,0.42,0.46,0.51,0.60,0.70,0.79,0.89,0.99,1.12,1.25,1.38
Guinea,MtCO2e,0.00,0.01,0.02,0.03,0.04,0.04,0.08,0.11,0.14,0.17,0.20,0.22,0.23,0.24,0.25,0.26,0.31,0.36,0.41,0.46,0.51,0.60,0.70,0.80,0.90,1.00,1.11,1.23,1.34
Sri Lanka,MtCO2e,0.02,0.02,0.03,0.03,0.03,0.04,0.05,0.07,0.09,0.11,0.13,0.14,0.15,0.17,0.18,0.19,0.22,0.25,0.28,0.31,0.34,0.42,0.50,0.58,0.67,0.75,0.95,1.14,1.34
Dominican Republic,MtCO2e,0.02,0.02,0.03,0.04,0.04,0.05,0.08,0.11,0.14,0.17,0.20,0.23,0.25,0.28,0.30,0.33,0.38,0.43,0.48,0.53,0.58,0.67,0.77,0.86,0.95,1.05,1.15,1.24,1.34
Gabon,MtCO2e,0.01,0.01,0.02,0.03,0.04,0.04,0.08,0.11,0.14,0.17,0.20,0.21,0.22,0.23,0.24,0.26,0.30,0.35,0.40,0.45,0.49,0.59,0.68,0.78,0.87,0.97,1.08,1.19,1.30
Honduras,MtCO2e,0.01,0.02,0.02,0.03,0.03,0.04,0.07,0.10,0.13,0.16,0.19,0.20,0.22,0.24,0.26,0.27,0.32,0.37,0.43,0.48,0.53,0.62,0.71,0.80,0.90,0.99,1.08,1.17,1.26
Uzbekistan,MtCO2e,false,0.01,0.02,0.03,0.04,0.18,0.21,0.23,0.26,0.29,0.31,0.37,0.43,0.50,0.56,0.62,0.69,0.76,0.83,0.91,0.98,1.00,1.02,1.05,1.07,1.09,1.14,1.20,1.25
Ghana,MtCO2e,0.58,0.59,0.66,0.66,0.54,0.47,0.50,0.60,0.27,0.30,0.27,0.28,0.29,0.28,0.27,0.27,0.31,0.35,0.40,0.44,0.49,0.58,0.67,0.76,0.84,0.93,1.04,1.14,1.24
Finland,MtCO2e,0.05,0.04,0.02,0.02,0.09,0.17,0.25,0.35,0.45,0.55,0.71,0.77,0.85,0.92,1.01,1.10,1.17,1.23,1.35,1.39,1.41,1.42,1.46,1.47,1.47,1.45,1.43,1.33,1.23
Ireland,MtCO2e,0.03,0.04,0.06,0.09,0.12,0.27,0.39,0.57,0.53,0.68,0.94,1.04,0.97,1.11,0.99,1.01,1.17,1.17,1.06,1.05,1.02,1.02,0.99,1.12,1.18,1.14,1.26,1.18,1.10
Uruguay,MtCO2e,0.03,0.04,0.04,0.04,0.04,0.04,0.07,0.09,0.11,0.13,0.15,0.17,0.18,0.20,0.21,0.23,0.27,0.31,0.35,0.39,0.43,0.50,0.56,0.63,0.70,0.77,0.84,0.91,0.98
Sudan,MtCO2e,false,0.01,0.01,0.02,0.02,0.03,0.05,0.08,0.10,0.12,0.15,0.15,0.16,0.17,0.18,0.19,0.22,0.26,0.29,0.33,0.36,0.43,0.50,0.57,0.64,0.71,0.80,0.88,0.96
Ukraine,MtCO2e,0.80,0.69,0.59,0.52,0.47,0.41,0.33,0.29,0.22,0.15,0.12,0.13,0.16,0.19,0.28,0.42,0.49,0.68,0.77,0.68,0.73,0.79,0.79,0.78,0.77,0.76,0.80,0.84,0.88
Sweden,MtCO2e,0.68,0.68,0.50,0.57,0.65,0.78,0.79,0.93,0.97,1.15,1.17,1.26,1.36,1.38,1.46,1.53,1.49,1.55,1.45,1.15,1.27,1.25,1.10,1.05,1.06,1.01,0.99,0.92,0.85
Ecuador,MtCO2e,0.03,0.03,0.04,0.04,0.04,0.04,0.06,0.08,0.10,0.12,0.13,0.15,0.17,0.19,0.20,0.22,0.26,0.29,0.33,0.37,0.41,0.46,0.51,0.57,0.62,0.67,0.73,0.79,0.85
Togo,MtCO2e,0.00,0.01,0.01,0.02,0.02,0.03,0.05,0.07,0.09,0.11,0.13,0.14,0.14,0.15,0.16,0.17,0.20,0.23,0.26,0.29,0.32,0.38,0.45,0.51,0.57,0.63,0.70,0.78,0.85
Tanzania,MtCO2e,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.09,0.10,0.10,0.12,0.14,0.16,0.18,0.19,0.25,0.30,0.35,0.40,0.45,0.57,0.69,0.80
Zimbabwe,MtCO2e,0.07,0.06,0.06,0.06,0.06,0.05,0.07,0.09,0.11,0.13,0.15,0.16,0.17,0.18,0.20,0.21,0.23,0.25,0.28,0.30,0.32,0.38,0.43,0.49,0.55,0.60,0.67,0.73,0.79
Ethiopia,MtCO2e,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.06,0.07,0.09,0.10,0.11,0.12,0.13,0.13,0.14,0.17,0.19,0.22,0.24,0.27,0.32,0.37,0.41,0.46,0.51,0.57,0.62,0.68
Slovakia,MtCO2e,0.31,0.31,0.29,0.18,0.17,0.16,0.08,0.10,0.10,0.11,0.14,0.18,0.23,0.28,0.33,0.37,0.43,0.46,0.53,0.57,0.64,0.65,0.68,0.68,0.68,0.76,0.69,0.64,0.60
Zambia,MtCO2e,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.08,0.09,0.10,0.11,0.12,0.13,0.15,0.16,0.18,0.19,0.21,0.23,0.25,0.29,0.33,0.37,0.41,0.45,0.50,0.55,0.59
Serbia,MtCO2e,false,0.01,0.02,0.03,0.03,0.04,0.08,0.12,0.17,0.21,0.25,0.26,0.27,0.27,0.28,0.29,0.35,0.42,0.48,0.54,0.79,0.76,0.74,0.72,0.70,0.68,0.63,0.59,0.54
Guatemala,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,0.11,0.12,0.14,0.16,0.17,0.19,0.21,0.24,0.26,0.29,0.32,0.35,0.38,0.41,0.44
Yemen,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.04,0.05,0.06,0.08,0.09,0.10,0.11,0.14,0.16,0.18,0.21,0.23,0.25,0.26,0.28,0.29,0.31,0.35,0.39,0.44
Tajikistan,MtCO2e,false,0.16,0.33,0.49,0.66,0.87,0.83,0.80,0.76,0.73,0.70,0.67,0.64,0.61,0.59,0.56,0.54,0.51,0.49,0.47,0.44,0.42,0.40,0.38,0.36,0.34,0.35,0.37,0.38
Slovenia,MtCO2e,0.22,0.15,0.15,0.16,0.17,0.17,0.17,0.18,0.18,0.18,0.19,0.20,0.23,0.26,0.28,0.31,0.33,0.33,0.26,0.27,0.29,0.31,0.33,0.35,0.37,0.39,0.40,0.38,0.35
El Salvador,MtCO2e,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.04,0.05,0.06,0.07,0.07,0.08,0.09,0.09,0.11,0.12,0.13,0.15,0.16,0.19,0.21,0.23,0.25,0.28,0.30,0.33,0.35
Turkmenistan,MtCO2e,false,0.00,0.01,0.01,0.02,0.05,0.07,0.09,0.11,0.13,0.15,0.17,0.18,0.19,0.20,0.22,0.25,0.29,0.33,0.36,0.40,0.40,0.40,0.40,0.41,0.41,0.38,0.36,0.34
Equatorial Guinea,MtCO2e,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.03,0.03,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.09,0.10,0.11,0.12,0.15,0.17,0.19,0.22,0.24,0.27,0.30,0.32
Jamaica,MtCO2e,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.05,0.06,0.07,0.08,0.08,0.09,0.10,0.11,0.12,0.12,0.13,0.14,0.16,0.18,0.20,0.23,0.25,0.27,0.29,0.32
Iceland,MtCO2e,0.50,0.41,0.18,0.09,0.06,0.08,0.05,0.13,0.26,0.25,0.19,0.16,0.13,0.13,0.11,0.10,0.46,0.41,0.50,0.30,0.32,0.22,0.27,0.27,0.28,0.31,0.29,0.29,0.30
Liberia,MtCO2e,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.07,0.08,0.09,0.10,0.11,0.13,0.15,0.17,0.20,0.22,0.24,0.27,0.29
Somalia,MtCO2e,0.00,0.07,0.13,0.20,0.27,0.33,0.28,0.22,0.16,0.10,0.04,0.05,0.06,0.07,0.08,0.09,0.11,0.14,0.16,0.18,0.20,0.21,0.21,0.22,0.22,0.23,0.25,0.26,0.28
Haiti,MtCO2e,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.06,0.07,0.09,0.10,0.12,0.14,0.15,0.16,0.17,0.18,0.19,0.20,0.22,0.25,0.27
Latvia,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.08,0.11,0.14,0.17,0.18,0.19,0.20,0.20,0.22,0.23,0.25,0.27,0.25,0.24
Estonia,MtCO2e,0.00,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.08,0.10,0.10,0.11,0.12,0.14,0.16,0.17,0.15,0.16,0.18,0.19,0.20,0.21,0.22,0.23,0.24,0.22,0.21
Guinea-Bissau,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.06,0.07,0.08,0.10,0.11,0.12,0.13,0.15,0.16
Sierra Leone,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.07,0.08,0.09,0.11,0.12,0.13,0.14,0.16
Kyrgyzstan,MtCO2e,false,0.00,0.00,0.01,0.01,0.04,0.05,0.06,0.06,0.07,0.08,0.09,0.09,0.10,0.10,0.10,0.12,0.13,0.15,0.16,0.17,0.17,0.17,0.17,0.18,0.18,0.17,0.16,0.15
Lesotho,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.05,0.05,0.06,0.07,0.08,0.09,0.10,0.11,0.12,0.13,0.14
Georgia,MtCO2e,false,0.00,0.00,0.01,0.01,0.03,0.04,0.04,0.05,0.06,0.07,0.07,0.08,0.09,0.10,0.10,0.11,0.13,0.14,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.14
Solomon Islands,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.06,0.07,0.09,0.11,0.13
Laos,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.07,0.07,0.09,0.11,0.12
Gambia,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.40,0.60,0.80,1.00,0.80,0.61,0.41,0.22,0.02,0.03,0.03,0.04,0.04,0.04,0.05,0.06,0.07,0.08,0.09,0.10,0.11,0.12
Suriname,MtCO2e,0.17,0.16,0.15,0.13,0.12,0.11,0.09,0.07,0.05,0.04,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.08,0.08,0.09,0.10
South Sudan,MtCO2e,false,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.05,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.09
Eswatini,MtCO2e,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.08,0.08,0.09
Fiji,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.08,0.09
Guyana,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.05,0.05,0.06,0.06,0.07,0.08,0.09
Eritrea,MtCO2e,false,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.06
Seychelles,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.06
Uganda,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Timor-Leste,MtCO2e,false,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02
Grenada,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
Samoa,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
Sao Tome and Principe,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
Vanuatu,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
Saint Vincent and the Grenadines,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tonga,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dominica,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kiribati,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tuvalu,MtCO2e,false,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Data source,CAIT
Data for,Countries/Regions: World. Sectors/Subsectors: Industrial Processes. Gases: F-Gas. Calculation: Total. Show data by Countries
