Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Niue,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
Ukraine,MtCO2e,1.57,1.29,1.22,0.93,0.71,0.63,0.61,0.70,0.71,0.76,0.84,0.87,0.89,0.97,1.02,0.98,1.03,1.11,0.99,0.82,0.88,0.93,0.92,0.92,0.92,0.92,0.92,0.92,0.92
Zimbabwe,MtCO2e,false,false,false,false,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Saudi Arabia,MtCO2e,0.24,0.24,0.25,0.25,0.26,0.26,0.26,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
United States,MtCO2e,0.29,0.29,0.28,0.34,0.35,0.36,0.39,0.41,0.40,0.39,0.34,0.24,0.24,0.24,0.20,0.11,0.08,0.09,0.08,0.08,0.08,0.08,0.10,0.11,0.16,0.21,0.28,0.28,0.28
Spain,MtCO2e,0.16,0.16,0.17,0.18,0.20,0.18,0.19,0.19,0.20,0.21,0.20,0.20,0.19,0.20,0.18,0.17,0.17,0.18,0.15,0.15,0.17,0.17,0.15,0.15,0.17,0.18,0.19,0.19,0.19
Thailand,MtCO2e,false,false,false,false,0.01,0.03,0.06,0.08,0.11,0.13,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
Venezuela,MtCO2e,false,false,false,false,false,false,false,false,false,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
United Kingdom,MtCO2e,0.25,0.25,0.26,0.24,0.27,0.22,0.25,0.21,0.17,0.15,0.14,0.13,0.14,0.16,0.13,0.12,0.11,0.12,0.10,0.11,0.12,0.10,0.12,0.12,0.12,0.08,0.08,0.08,0.08
South Africa,MtCO2e,0.08,0.07,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
